gene	MvsTFC	MvsLFC	MvsSFC	TvsLFC	TvsSFC	LvsSFC						
SCO4752	0,93	0,59	0,49	0,64	0,53	0,84						
SCO4753	0,77	0,46	0,30	0,60	0,39	0,65						
SCO4754	0,65	0,45	0,28	0,70	0,44	0,63						
SCO4755	0,61	0,35	0,25	0,57	0,41	0,73						
SCO4758	0,71	0,53	0,40	0,75	0,57	0,75						
SCO4761	0,87	1,30	0,53	1,49	0,60	0,40						
SCO4762	0,85	1,32	0,49	1,56	0,58	0,37						
SCO4763	0,85	4,22	1,78	4,98	2,10	0,42						
SCO4767	0,88	2,07	2,82	2,37	3,22	1,36						
SCO4768	3,40	53,39	71,26	15,70	20,96	1,33						
SCO4769	1,01	4,90	5,74	4,83	5,66	1,17						
SCO4771	0,70	0,66	0,45	0,95	0,64	0,67						
SCO4772	2,21	70,19	52,19	31,70	23,57	0,74						
SCO4773	0,85	4,12	4,28	4,86	5,05	1,04						
SCO4774	1,45	3,03	6,63	2,10	4,58	2,18						
SCO4775	0,83	0,49	0,27	0,59	0,32	0,54						
SCO4777	0,95	0,42	0,44	0,44	0,46	1,05						
SCO4779	1,46	1,12	2,07	0,77	1,42	1,85						
SCO4781	0,92	0,41	0,67	0,45	0,74	1,64						
SCO4782	1,12	0,40	0,33	0,36	0,29	0,82						
SCO4783	1,24	0,34	0,27	0,27	0,22	0,79						
SCO4784	1,03	0,37	0,96	0,36	0,93	2,60						
SCO4785	0,61	0,55	0,36	0,90	0,59	0,65						
SCO4786	0,61	0,32	0,22	0,53	0,36	0,69						
SCO4787	0,81	0,38	0,28	0,46	0,34	0,74						
SCO4789	1,42	1,17	8,09	0,82	5,70	6,92						
SCO4793	0,89	27,34	87,31	30,86	98,56	3,19						
SCO4794	1,25	0,75	0,48	0,60	0,39	0,64						
SCO4798	1,36	1,79	2,55	1,32	1,88	1,43						
SCO4799	1,65	1,68	67,95	1,02	41,19	40,48						
SCO4800	1,17	5,04	3,34	4,30	2,85	0,66						
SCO4801	0,83	0,71	3,06	0,85	3,68	4,31						
SCO4802	0,61	0,38	2,33	0,62	3,79	6,13						
SCO4803	0,84	0,74	12,07	0,88	14,32	16,25						
SCO4804	0,61	0,41	4,84	0,68	8,00	11,70						
SCO4805	0,55	0,37	2,94	0,68	5,38	7,90						
SCO4806	0,60	0,28	0,46	0,46	0,76	1,67						
SCO4807	0,67	0,37	0,07	0,54	0,11	0,20						
SCO4810	0,56	0,38	0,41	0,67	0,74	1,10						
SCO4812	1,08	0,95	0,52	0,88	0,48	0,55						
SCO4813	0,47	0,34	0,27	0,71	0,56	0,79						
SCO4814	0,59	0,39	0,30	0,66	0,50	0,76						
SCO4815	0,50	0,41	0,29	0,82	0,58	0,71						
SCO4817	1,78	2,27	3,14	1,27	1,76	1,38						
SCO4818	1,46	1,98	2,86	1,35	1,96	1,45						
SCO4819	0,82	1,06	3,12	1,29	3,79	2,94						
SCO4820	1,23	1,76	3,07	1,42	2,49	1,75						
SCO4822	1,27	0,71	0,36	0,56	0,28	0,51						
SCO4823	0,72	0,26	0,08	0,37	0,11	0,30						
SCO4824	0,78	0,54	0,27	0,68	0,35	0,51						
SCO4825	0,77	0,46	0,24	0,60	0,31	0,51						
SCO4828	0,42	0,43	0,09	1,02	0,21	0,20						
SCO4829	0,37	0,43	0,12	1,14	0,31	0,27						
SCO4830	0,41	0,38	0,08	0,93	0,20	0,22						
SCO4831	0,43	0,34	0,06	0,79	0,15	0,18						
SCO4832	0,42	0,36	0,07	0,88	0,16	0,18						
SCO4833	0,79	0,63	0,35	0,79	0,44	0,56						
SCO4834	1,30	1,00	0,50	0,76	0,38	0,50						
SCO4835	1,46	1,23	0,52	0,84	0,35	0,42						
SCO4837	1,29	1,71	4,29	1,33	3,33	2,50						
SCO4846	1,55	1,07	0,31	0,69	0,20	0,29						
SCO4848	0,85	0,42	0,19	0,49	0,23	0,46						
SCO4849	0,83	0,38	0,17	0,46	0,20	0,44						
SCO4850	0,86	0,67	0,41	0,77	0,47	0,61						
SCO4853	1,09	3,85	2,65	3,54	2,44	0,69						
SCO4854	1,43	4,39	3,26	3,07	2,28	0,74						
SCO4859	1,15	2,84	3,33	2,48	2,91	1,17						
SCO4860	1,20	2,35	1,63	1,96	1,36	0,69						
SCO4861	2,47	5,31	6,62	2,15	2,68	1,25						
SCO4862	2,28	4,74	5,99	2,08	2,62	1,26						
SCO4863	1,15	2,26	1,66	1,97	1,45	0,73						
SCO4864	1,03	0,75	0,23	0,73	0,22	0,30						
SCO4865	0,87	0,47	0,15	0,54	0,17	0,31						
SCO4866	0,78	0,35	0,44	0,45	0,56	1,24						
SCO4867	0,76	0,43	0,57	0,57	0,75	1,31						
SCO4868	3,49	3,17	13,46	0,91	3,86	4,25						
SCO4869	1,44	1,75	2,02	1,22	1,41	1,16						
SCO4872	3,10	18,44	18,61	5,94	6,00	1,01						
SCO4873	10,79	76,31	97,04	7,07	8,99	1,27						
SCO4874	53,69	64,02	131,36	1,19	2,45	2,05						
SCO4875	12,98	50,16	110,36	3,86	8,50	2,20						
SCO4876	4,12	13,68	27,76	3,32	6,73	2,03						
SCO4879	129,83	21,71	72,62	0,17	0,56	3,35						
SCO4880	54,83	24,42	83,64	0,45	1,53	3,43						
SCO4881	21,87	38,16	117,85	1,75	5,39	3,09						
SCO4882	20,73	22,00	61,46	1,06	2,96	2,79						
SCO4883	1,38	5,26	12,41	3,80	8,96	2,36						
SCO4884	2,70	4,15	2,90	1,54	1,07	0,70						
SCO4885	1,05	0,41	0,10	0,39	0,09	0,24						
SCO4886	0,75	0,53	0,27	0,71	0,35	0,50						
SCO4887	0,77	0,57	0,31	0,74	0,40	0,54						
SCO4888	0,69	0,55	0,27	0,81	0,40	0,49						
SCO4889	0,60	0,43	0,15	0,72	0,26	0,36						
SCO4890	0,60	0,42	0,16	0,69	0,27	0,39						
SCO4891	0,76	1,58	2,00	2,08	2,63	1,27						
SCO4892	1,02	0,87	2,25	0,85	2,21	2,60						
SCO4893	0,91	0,83	1,77	0,91	1,93	2,13						
SCO4894	1,90	2,64	8,99	1,39	4,73	3,41						
SCO4895	1,69	2,80	10,65	1,66	6,32	3,80						
SCO4896	0,55	0,20	0,24	0,37	0,44	1,19						
SCO4899	1,91	2,57	8,46	1,35	4,44	3,28						
SCO4900	5,16	6,01	9,60	1,17	1,86	1,60						
SCO4901	2,39	7,43	3,11	3,11	1,30	0,42						
SCO4902	1,29	7,20	4,46	5,59	3,47	0,62						
SCO4903	0,93	1,86	4,32	1,99	4,62	2,33						
SCO4904	0,63	0,57	1,56	0,91	2,49	2,74						
SCO4905	0,75	0,43	0,29	0,58	0,39	0,67						
SCO4906	0,89	0,51	0,37	0,58	0,42	0,73						
SCO4907	1,12	0,68	0,49	0,60	0,44	0,73						
SCO4908	1,98	2,75	14,29	1,39	7,20	5,19						
SCO4909	0,68	0,63	0,45	0,91	0,65	0,71						
SCO4910	1,17	42,89	23,62	36,76	20,24	0,55						
SCO4912	0,64	0,58	0,16	0,90	0,24	0,27						
SCO4913	0,96	0,55	0,17	0,58	0,18	0,31						
SCO4914	1,01	0,48	0,14	0,48	0,14	0,30						
SCO4915	0,80	0,56	0,29	0,69	0,37	0,53						
SCO4916	0,78	0,65	0,15	0,83	0,19	0,22						
SCO4917	0,99	0,39	0,10	0,39	0,10	0,25						
SCO4919	0,86	0,35	0,24	0,41	0,28	0,69						
SCO4920	1,21	12,96	28,10	10,70	23,19	2,17						
SCO4921	0,85	1,32	0,49	1,55	0,58	0,37						
SCO4923	0,96	0,82	1,67	0,85	1,73	2,03						
SCO4924	1,21	1,11	3,10	0,92	2,56	2,79						
SCO4927	0,84	0,60	0,29	0,71	0,34	0,48						
SCO4928	0,97	0,44	0,25	0,45	0,26	0,58						
SCO4929	0,67	6,59	4,82	9,81	7,18	0,73						
SCO4930	1,55	5,40	0,85	3,49	0,55	0,16						
SCO4931	1,36	4,25	0,75	3,13	0,55	0,18						
SCO4932	0,68	0,69	1,56	1,01	2,28	2,27						
SCO4933	1,79	1,92	2,27	1,07	1,26	1,18						
SCO4934	0,63	1,30	1,72	2,08	2,75	1,32						
SCO4935	1,42	0,14	0,10	0,10	0,07	0,69						
SCO4936	1,64	0,12	0,08	0,08	0,05	0,61						
SCO4937	1,26	0,19	0,36	0,15	0,28	1,90						
SCO4938	1,15	0,40	0,23	0,35	0,20	0,57						
SCO4940	0,33	0,36	0,19	1,10	0,57	0,52						
SCO4941	0,35	0,37	0,12	1,08	0,34	0,32						
SCO4942	0,62	0,60	0,34	0,97	0,55	0,57						
SCO4943	0,56	0,61	0,31	1,08	0,55	0,51						
SCO4944	0,57	0,32	0,30	0,56	0,52	0,93						
SCO4945	0,33	0,09	0,06	0,28	0,18	0,62						
SCO4946	0,23	0,11	0,12	0,47	0,51	1,09						
SCO4947	0,58	14,84	488,67	25,46	838,51	32,94						
SCO4948	0,80	7,65	324,26	9,60	407,23	42,41						
SCO4949	0,65	5,64	228,08	8,65	349,41	40,41						
SCO4950	0,53	3,13	106,52	5,94	202,12	34,01						
SCO4953	0,98	0,78	0,39	0,80	0,40	0,50						
SCO4954	1,20	0,52	0,16	0,44	0,13	0,31						
SCO4955	1,65	0,82	0,25	0,50	0,15	0,31						
SCO4961	1,47	3,68	3,88	2,51	2,64	1,05						
SCO4962	1,28	1,07	2,62	0,83	2,04	2,45						
SCO4963	2,58	3,23	8,32	1,25	3,22	2,57						
SCO4964	2,97	4,09	9,53	1,38	3,21	2,33						
SCO4966	1,01	0,49	0,27	0,48	0,26	0,55						
SCO4967	0,83	1,79	1,86	2,16	2,24	1,04						
SCO4971	1,69	4,73	6,05	2,79	3,58	1,28						
SCO4972	1,72	4,85	5,43	2,82	3,15	1,12						
SCO4973	1,33	2,57	2,80	1,93	2,10	1,09						
SCO4974	14,07	1,58	4,64	0,11	0,33	2,94						
SCO4977	0,63	0,47	0,76	0,76	1,21	1,61						
SCO4978	0,65	0,87	2,15	1,33	3,29	2,47						
SCO4979	2,26	5,26	3,10	2,32	1,37	0,59						
SCO4980	0,78	0,78	2,23	0,99	2,84	2,87						
SCO4981	0,90	0,91	3,48	1,01	3,88	3,83						
SCO4982	1,03	1,38	2,03	1,34	1,96	1,47						
SCO4983	0,48	1,26	2,73	2,60	5,65	2,17						
SCO4984	0,99	0,50	0,49	0,51	0,50	0,98						
SCO4985	0,83	0,80	3,20	0,97	3,87	4,00						
SCO4988	1,40	0,63	0,08	0,45	0,06	0,13						
SCO4989	1,05	0,84	0,49	0,81	0,46	0,58						
SCO4990	1,01	0,76	0,48	0,75	0,48	0,64						
SCO4991	0,69	0,71	0,19	1,02	0,28	0,28						
SCO4994	1,33	2,07	0,69	1,56	0,52	0,33						
SCO4997	1,46	1,65	2,11	1,13	1,45	1,28						
SCO4999	1,47	4,82	1,13	3,28	0,77	0,23						
SCO5003	0,88	1,44	2,63	1,65	3,01	1,82						
SCO5004	4,89	18,36	23,77	3,75	4,86	1,29						
SCO5005	5,91	19,85	24,45	3,36	4,14	1,23						
SCO5006	3,55	12,32	14,06	3,47	3,96	1,14						
SCO5007	2,33	5,39	6,88	2,31	2,95	1,28						
SCO5008	2,67	5,72	7,55	2,14	2,83	1,32						
SCO5009	3,25	8,89	17,05	2,74	5,25	1,92						
SCO5010	2,61	8,55	17,34	3,28	6,66	2,03						
SCO5011	2,15	7,97	13,91	3,71	6,48	1,75						
SCO5012	2,40	9,58	19,35	3,99	8,06	2,02						
SCO5013	2,24	8,84	15,96	3,94	7,12	1,81						
SCO5014	1,71	4,72	7,65	2,76	4,48	1,62						
SCO5015	1,91	5,51	11,28	2,88	5,90	2,05						
SCO5017	1,25	1,48	6,00	1,18	4,80	4,06						
SCO5018	1,02	0,77	2,42	0,76	2,38	3,12						
SCO5019	1,11	1,32	3,39	1,19	3,05	2,57						
SCO5021	1,40	1,50	2,26	1,07	1,62	1,51						
SCO5025	1,30	0,85	0,62	0,65	0,48	0,73						
SCO5028	3,42	3,92	27,03	1,15	7,89	6,89						
SCO5029	0,86	2,43	2,86	2,83	3,34	1,18						
SCO5031	0,55	0,52	0,25	0,95	0,46	0,48						
SCO5032	0,57	0,52	0,30	0,91	0,52	0,57						
SCO5033	0,63	0,70	1,31	1,11	2,08	1,88						
SCO5034	0,84	1,03	4,46	1,23	5,34	4,35						
SCO5035	0,86	1,05	5,95	1,22	6,89	5,65						
SCO5036	0,86	1,07	5,60	1,25	6,54	5,22						
SCO5037	0,66	0,74	0,46	1,12	0,70	0,63						
SCO5042	0,68	2,27	1,46	3,34	2,14	0,64						
SCO5043	0,35	0,24	0,14	0,71	0,41	0,58						
SCO5044	1,12	1,10	0,56	0,98	0,50	0,51						
SCO5045	1,60	1,94	2,85	1,21	1,78	1,47						
SCO5046	3,17	3,86	3,55	1,22	1,12	0,92						
SCO5047	0,93	1,48	0,48	1,58	0,52	0,33						
SCO5048	0,80	0,37	0,20	0,46	0,25	0,54						
SCO5049	0,27	0,09	0,07	0,34	0,26	0,76						
SCO5050	0,41	0,16	0,11	0,38	0,26	0,69						
SCO5053	0,43	0,28	0,13	0,66	0,31	0,47						
SCO5054	0,84	0,41	0,46	0,48	0,55	1,14						
SCO5065	0,42	0,65	0,21	1,54	0,51	0,33						
SCO5068	1,00	0,66	0,43	0,67	0,43	0,65						
SCO5069	0,79	1,77	1,37	2,24	1,74	0,77						
SCO5070	2,15	1,21	1,64	0,56	0,76	1,36						
SCO5071	2,65	32,63	121,77	12,33	46,02	3,73						
SCO5072	2,51	23,24	49,01	9,26	19,52	2,11						
SCO5073	0,94	9,19	19,69	9,80	20,98	2,14						
SCO5074	1,31	24,96	58,18	19,01	44,32	2,33						
SCO5075	0,85	5,69	9,52	6,70	11,21	1,67						
SCO5076	1,16	1,85	3,10	1,59	2,67	1,68						
SCO5077	1,37	2,83	6,91	2,06	5,04	2,44						
SCO5078	1,14	2,60	5,26	2,29	4,63	2,02						
SCO5079	1,30	5,86	12,17	4,50	9,35	2,08						
SCO5080	0,90	4,49	9,31	5,00	10,37	2,07						
SCO5081	1,05	2,83	5,23	2,70	4,99	1,85						
SCO5083	0,74	0,49	2,18	0,66	2,96	4,46						
SCO5084	0,85	0,51	2,13	0,60	2,50	4,17						
SCO5085	1,05	1,89	7,93	1,80	7,56	4,19						
SCO5086	0,75	2,47	30,52	3,27	40,46	12,37						
SCO5087	1,19	7,57	25,45	6,36	21,39	3,36						
SCO5088	1,10	6,56	20,01	5,98	18,25	3,05						
SCO5089	1,34	4,27	23,56	3,18	17,54	5,51						
SCO5090	0,99	2,98	9,91	3,01	10,01	3,32						
SCO5091	0,81	2,77	5,42	3,43	6,69	1,95						
SCO5092	0,80	2,19	5,16	2,75	6,46	2,35						
SCO5093	1,17	2,39	2,04	2,05	1,75	0,85						
SCO5094	1,06	2,31	1,81	2,18	1,71	0,78						
SCO5097	1,58	2,22	1,63	1,40	1,03	0,74						
SCO5100	3,23	10,27	9,13	3,18	2,83	0,89						
SCO5101	2,13	2,07	3,07	0,97	1,44	1,49						
SCO5102	1,63	1,62	2,14	1,00	1,31	1,32						
SCO5104	1,96	1,81	3,91	0,92	2,00	2,16						
SCO5105	0,68	0,58	1,77	0,84	2,59	3,07						
SCO5106	1,21	1,06	4,09	0,88	3,37	3,85						
SCO5107	1,70	1,29	5,02	0,76	2,95	3,89						
SCO5108	5,01	3,45	15,35	0,69	3,06	4,45						
SCO5109	2,15	2,27	7,16	1,06	3,33	3,15						
SCO5110	1,19	8,57	10,61	7,18	8,90	1,24						
SCO5111	0,57	0,57	0,44	0,99	0,77	0,77						
SCO5114	0,89	0,51	0,43	0,57	0,48	0,83						
SCO5115	0,87	0,50	0,34	0,58	0,39	0,67						
SCO5116	0,87	0,51	0,29	0,59	0,34	0,57						
SCO5117	0,79	0,33	0,49	0,41	0,61	1,49						
SCO5123	2,95	5,48	5,64	1,86	1,91	1,03						
SCO5124	1,52	1,76	2,25	1,15	1,47	1,28						
SCO5125	2,98	11,84	17,44	3,97	5,85	1,47						
SCO5126	1,24	0,74	0,49	0,60	0,40	0,67						
SCO5127	1,19	0,76	0,49	0,64	0,41	0,64						
SCO5129	0,36	0,41	0,30	1,14	0,84	0,74						
SCO5130	0,44	0,25	0,34	0,57	0,78	1,36						
SCO5131	0,65	0,34	0,39	0,53	0,61	1,14						
SCO5132	1,17	0,61	0,34	0,52	0,29	0,56						
SCO5135	1,24	2,69	1,02	2,16	0,82	0,38						
SCO5136	0,78	1,34	0,60	1,72	0,76	0,44						
SCO5137	2,01	73,25	27,13	36,39	13,48	0,37						
SCO5138	0,86	0,98	2,27	1,15	2,65	2,31						
SCO5139	0,88	0,43	0,38	0,49	0,43	0,88						
SCO5140	1,28	2,18	2,81	1,70	2,19	1,29						
SCO5141	0,96	0,66	0,46	0,69	0,48	0,70						
SCO5146	0,93	0,65	0,38	0,70	0,41	0,58						
SCO5147	1,02	2,45	6,51	2,40	6,38	2,66						
SCO5148	0,86	1,95	4,28	2,26	4,94	2,19						
SCO5153	0,86	0,70	0,40	0,81	0,47	0,58						
SCO5155	0,96	0,57	0,38	0,59	0,40	0,67						
SCO5156	0,86	1,38	0,46	1,60	0,53	0,33						
SCO5157	0,81	8,21	1,92	10,10	2,36	0,23						
SCO5158	0,99	0,76	0,32	0,77	0,33	0,43						
SCO5159	0,57	0,43	0,20	0,75	0,36	0,48						
SCO5161	0,39	0,42	0,26	1,06	0,66	0,62						
SCO5162	0,27	0,25	0,25	0,91	0,92	1,02						
SCO5163	0,11	0,66	2,63	5,84	23,46	4,01						
SCO5166	0,48	0,67	1,05	1,40	2,21	1,57						
SCO5174	3,63	153,48	134,76	42,27	37,11	0,88						
SCO5175	2,06	107,04	103,34	51,97	50,18	0,97						
SCO5176	2,78	138,24	156,49	49,64	56,19	1,13						
SCO5177	2,18	101,34	122,99	46,58	56,53	1,21						
SCO5180	0,49	0,32	0,17	0,64	0,34	0,53						
SCO5181	0,77	0,56	0,35	0,73	0,46	0,64						
SCO5183	0,57	0,52	0,42	0,92	0,74	0,81						
SCO5187	0,80	2,46	1,86	3,09	2,34	0,76						
SCO5192	1,22	1,54	2,40	1,26	1,96	1,55						
SCO5193	1,30	1,41	3,29	1,08	2,52	2,34						
SCO5195	1,35	1,39	2,37	1,03	1,76	1,71						
SCO5196	1,30	1,25	2,31	0,96	1,77	1,85						
SCO5197	1,31	1,24	2,23	0,95	1,70	1,79						
SCO5203	0,79	0,74	0,45	0,94	0,57	0,61						
SCO5206	0,51	1,04	1,80	2,06	3,56	1,72						
SCO5207	0,92	0,83	2,12	0,91	2,30	2,54						
SCO5208	1,29	0,88	0,63	0,68	0,49	0,72						
SCO5211	0,79	0,50	0,20	0,63	0,26	0,40						
SCO5212	0,90	0,67	0,34	0,74	0,38	0,52						
SCO5214	1,72	1,62	2,30	0,94	1,34	1,43						
SCO5218	0,71	4,25	3,01	5,96	4,23	0,71						
SCO5219	2,02	27,50	26,54	13,59	13,12	0,97						
SCO5222	2,39	3,13	2,01	1,31	0,84	0,64						
SCO5223	2,35	4,00	2,87	1,70	1,22	0,72						
SCO5224	0,43	0,44	0,25	1,03	0,59	0,57						
SCO5225	0,35	0,52	0,11	1,50	0,31	0,21						
SCO5226	0,37	0,61	0,12	1,62	0,33	0,20						
SCO5227	0,45	0,50	0,22	1,11	0,48	0,43						
SCO5228	1,55	1,86	4,16	1,20	2,68	2,24						
SCO5229	2,36	1,00	2,17	0,42	0,92	2,17						
SCO5230	2,15	0,96	2,01	0,45	0,93	2,08						
SCO5232	0,61	1,00	1,61	1,64	2,62	1,60						
SCO5235	0,42	0,39	0,54	0,93	1,28	1,38						
SCO5238	0,67	0,94	1,51	1,40	2,25	1,60						
SCO5239	0,87	0,47	0,40	0,53	0,46	0,86						
SCO5242	0,73	0,54	0,49	0,74	0,67	0,91						
SCO5243	1,38	2,55	2,58	1,84	1,87	1,01						
SCO5244	1,65	3,18	3,30	1,93	2,00	1,04						
SCO5245	1,77	2,29	2,53	1,29	1,43	1,11						
SCO5247	1,30	1,48	4,63	1,13	3,55	3,13						
SCO5248	2,10	3,15	15,66	1,50	7,47	4,97						
SCO5249	6,03	103,98	16,53	17,24	2,74	0,16						
SCO5250	3,82	41,23	10,02	10,79	2,62	0,24						
SCO5251	2,21	3,66	2,11	1,66	0,96	0,58						
SCO5252	1,73	5,28	2,49	3,06	1,44	0,47						
SCO5253	1,00	2,67	1,81	2,66	1,80	0,68						
SCO5254	0,81	0,71	0,13	0,88	0,16	0,19						
SCO5257	1,22	3,02	2,51	2,47	2,05	0,83						
SCO5258	1,15	0,65	0,35	0,56	0,30	0,53						
SCO5259	1,11	0,72	0,39	0,65	0,35	0,55						
SCO5260	1,20	0,84	0,56	0,70	0,47	0,67						
SCO5261	0,72	3,34	1,40	4,65	1,95	0,42						
SCO5264	0,94	1,92	0,68	2,05	0,73	0,35						
SCO5265	1,01	2,29	0,77	2,26	0,76	0,34						
SCO5266	0,88	0,59	0,48	0,67	0,54	0,81						
SCO5268	2,50	1,99	3,56	0,79	1,42	1,79						
SCO5269	2,25	2,02	4,73	0,90	2,11	2,34						
SCO5270	3,20	3,44	9,67	1,08	3,02	2,81						
SCO5271	1,64	1,53	4,07	0,93	2,48	2,67						
SCO5272	3,21	2,51	11,62	0,78	3,62	4,64						
SCO5273	2,14	1,83	6,26	0,86	2,92	3,42						
SCO5274	1,02	1,05	3,37	1,03	3,30	3,21						
SCO5275	2,02	6,07	5,95	3,00	2,94	0,98						
SCO5276	2,95	5,10	5,51	1,73	1,87	1,08						
SCO5277	2,54	4,24	5,31	1,67	2,09	1,25						
SCO5278	2,24	3,01	4,16	1,34	1,86	1,38						
SCO5279	1,73	2,76	3,82	1,59	2,20	1,38						
SCO5282	0,91	0,49	0,42	0,54	0,46	0,87						
SCO5284	0,90	0,75	0,42	0,83	0,47	0,56						
SCO5285	0,77	9,42	1,64	12,28	2,13	0,17						
SCO5286	1,53	0,92	3,12	0,60	2,04	3,40						
SCO5287	0,65	0,49	0,46	0,76	0,70	0,92						
SCO5288	0,90	0,50	0,16	0,56	0,17	0,31						
SCO5289	0,74	0,67	0,34	0,90	0,45	0,50						
SCO5290	0,85	0,69	0,34	0,82	0,40	0,49						
SCO5291	0,95	0,87	0,43	0,92	0,45	0,49						
SCO5292	1,03	0,96	0,48	0,93	0,47	0,50						
SCO5293	1,22	0,99	0,54	0,81	0,44	0,55						
SCO5294	0,80	0,49	0,28	0,62	0,36	0,57						
SCO5296	0,92	0,67	0,47	0,72	0,51	0,70						
SCO5299	2,23	4,74	2,74	2,13	1,23	0,58						
SCO5300	1,92	6,50	4,17	3,39	2,17	0,64						
SCO5302	1,74	2,60	4,69	1,50	2,70	1,80						
SCO5303	0,90	1,51	2,34	1,67	2,59	1,55						
SCO5304	0,74	0,49	0,26	0,66	0,35	0,53						
SCO5305	0,84	0,49	0,37	0,59	0,45	0,76						
SCO5306	2,41	1,21	1,51	0,50	0,63	1,24						
SCO5307	2,17	1,48	3,11	0,68	1,43	2,10						
SCO5311	0,89	0,77	7,34	0,86	8,22	9,58						
SCO5314	0,97	1,21	1,95	1,25	2,01	1,61						
SCO5315	1,31	1,94	3,66	1,48	2,79	1,88						
SCO5321	0,91	1,03	2,13	1,12	2,33	2,07						
SCO5322	0,73	0,68	0,47	0,93	0,64	0,69						
SCO5323	0,81	0,65	0,32	0,80	0,39	0,49						
SCO5324	0,93	0,65	1,64	0,70	1,76	2,50						
SCO5329	1,37	3,53	4,16	2,57	3,03	1,18						
SCO5332	1,54	3,06	2,70	1,99	1,76	0,88						
SCO5334	0,85	0,40	0,32	0,47	0,38	0,80						
SCO5336	1,24	0,70	0,61	0,56	0,49	0,88						
SCO5350	2,15	0,48	9,69	0,22	4,50	20,37						
SCO5351	2,40	10,65	22,23	4,44	9,27	2,09						
SCO5358	0,49	0,60	1,35	1,24	2,76	2,23						
SCO5359	0,65	0,87	0,42	1,35	0,66	0,49						
SCO5360	0,42	0,51	0,35	1,22	0,83	0,68						
SCO5361	0,42	0,44	0,25	1,05	0,59	0,56						
SCO5362	0,60	0,69	0,45	1,15	0,75	0,65						
SCO5363	0,56	0,51	0,22	0,91	0,39	0,43						
SCO5366	0,61	0,33	0,24	0,53	0,40	0,75						
SCO5367	0,82	0,51	0,29	0,62	0,36	0,58						
SCO5368	0,72	0,50	0,36	0,69	0,49	0,71						
SCO5369	0,71	0,53	0,28	0,74	0,39	0,53						
SCO5370	0,71	0,55	0,24	0,77	0,34	0,45						
SCO5371	0,70	0,54	0,29	0,77	0,42	0,54						
SCO5372	0,70	0,57	0,30	0,82	0,43	0,52						
SCO5373	0,77	0,65	0,38	0,84	0,50	0,59						
SCO5374	0,76	0,69	0,35	0,90	0,46	0,51						
SCO5375	0,64	0,61	0,35	0,95	0,54	0,57						
SCO5376	0,64	0,47	0,40	0,74	0,63	0,85						
SCO5379	1,07	3,30	1,41	3,07	1,32	0,43						
SCO5382	0,78	0,67	0,12	0,85	0,16	0,19						
SCO5383	0,76	0,68	0,16	0,89	0,21	0,24						
SCO5385	1,02	1,77	2,45	1,73	2,39	1,38						
SCO5389	5,67	5,49	0,91	0,97	0,16	0,17						
SCO5390	2,20	44,51	69,76	20,27	31,78	1,57						
SCO5391	1,12	1,76	2,89	1,57	2,58	1,65						
SCO5396	1,13	3,11	3,67	2,76	3,26	1,18						
SCO5397	0,73	0,47	0,38	0,65	0,53	0,81						
SCO5398	2,00	3,03	3,87	1,51	1,94	1,28						
SCO5399	1,33	2,96	2,73	2,22	2,05	0,92						
SCO5400	1,18	2,05	1,32	1,73	1,11	0,64						
SCO5402	0,49	0,24	0,15	0,49	0,31	0,63						
SCO5403	0,59	0,41	0,22	0,70	0,36	0,52						
SCO5404	0,55	0,33	0,16	0,60	0,28	0,47						
SCO5405	2,18	3,25	2,81	1,50	1,29	0,86						
SCO5406	1,31	1,19	2,20	0,90	1,68	1,86						
SCO5407	1,61	1,37	2,48	0,85	1,54	1,81						
SCO5408	2,16	1,46	2,47	0,67	1,14	1,70						
SCO5409	0,74	0,43	0,41	0,58	0,55	0,96						
SCO5410	0,83	0,77	0,47	0,93	0,57	0,61						
SCO5413	0,85	0,59	1,87	0,70	2,21	3,14						
SCO5415	0,92	3,71	4,87	4,02	5,28	1,31						
SCO5418	0,81	0,47	0,42	0,58	0,52	0,89						
SCO5423	0,65	0,32	0,35	0,49	0,53	1,09						
SCO5427	1,89	1,18	2,77	0,63	1,47	2,34						
SCO5428	1,51	0,77	1,74	0,51	1,15	2,26						
SCO5429	2,93	1,20	6,00	0,41	2,05	5,02						
SCO5430	3,96	2,17	6,99	0,55	1,77	3,22						
SCO5431	1,62	1,84	3,63	1,13	2,24	1,98						
SCO5432	1,42	1,63	2,12	1,15	1,50	1,30						
SCO5434	0,65	0,47	0,37	0,73	0,56	0,77						
SCO5435	0,65	0,45	0,32	0,68	0,49	0,72						
SCO5440	1,35	2,81	13,51	2,08	10,01	4,81						
SCO5441	1,24	2,95	17,69	2,39	14,30	5,99						
SCO5442	2,33	7,80	39,30	3,35	16,87	5,04						
SCO5443	2,06	4,06	23,52	1,97	11,43	5,79						
SCO5444	1,67	10,03	65,28	6,01	39,12	6,51						
SCO5445	0,99	0,82	0,46	0,83	0,46	0,55						
SCO5446	0,61	0,71	7,41	1,16	12,22	10,50						
SCO5447	1,61	2,55	6,62	1,59	4,12	2,59						
SCO5448	0,85	0,61	0,42	0,72	0,49	0,68						
SCO5449	0,79	0,62	0,43	0,78	0,54	0,70						
SCO5451	0,79	0,67	0,43	0,85	0,55	0,65						
SCO5456	1,44	1,22	3,35	0,85	2,33	2,74						
SCO5457	1,04	10,21	6,25	9,78	5,99	0,61						
SCO5458	2,02	0,94	1,04	0,47	0,51	1,10						
